DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/05/2016,16:50,BROOKLYN,11212,40.6647091,-73.9282299,"(40.6647091, -73.9282299)",EAST 94 STREET                  ,EAST NEW YORK AVENUE            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366029,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:45,QUEENS,11432,40.7056904,-73.8061365,"(40.7056904, -73.8061365)",88 AVENUE                       ,150 STREET                      ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3365547,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:45,MANHATTAN,10018,40.7528955,-73.9892442,"(40.7528955, -73.9892442)",WEST 37 STREET                  ,7 AVENUE                        ,,0,0,0,0,0,0,0,0,Oversized Vehicle,Other Vehicular,,,,3365811,BUS,PASSENGER VEHICLE,,,
01/05/2016,16:45,BRONX,10460,40.8373708,-73.8877667,"(40.8373708, -73.8877667)",SOUTHERN BOULEVARD              ,EAST 174 STREET                 ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3365900,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:45,BRONX,10456,40.8295972,-73.902241,"(40.8295972, -73.902241)",BOSTON ROAD                     ,EAST 168 STREET                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365205,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:41,BROOKLYN,11201,40.7037586,-73.9866085,"(40.7037586, -73.9866085)",JAY STREET                      ,PLYMOUTH STREET                 ,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3365481,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:41,BRONX,10467,40.870897,-73.8766063,"(40.870897, -73.8766063)",WEBSTER AVENUE                  ,EAST 204 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365974,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,16:40,QUEENS,11421,40.6847527,-73.860765,"(40.6847527, -73.860765)",ATLANTIC AVENUE                 ,ROCKAWAY BOULEVARD              ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3365535,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:40,BROOKLYN,11207,40.6585778,-73.8906229,"(40.6585778, -73.8906229)",PENNSYLVANIA AVENUE             ,LINDEN BOULEVARD                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366094,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:40,BRONX,10451,40.8265162,-73.9179381,"(40.8265162, -73.9179381)",MORRIS AVENUE                   ,EAST 162 STREET                 ,,0,0,0,0,0,0,0,0,,,,,,3365233,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:37,BROOKLYN,11215,40.6703577,-73.9887132,"(40.6703577, -73.9887132)",4 AVENUE                        ,9 STREET                        ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3366115,PICK-UP TRUCK,VAN,,,
01/05/2016,16:35,,,40.7472399,-73.7369541,"(40.7472399, -73.7369541)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365681,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:35,MANHATTAN,10022,40.7615508,-73.9665842,"(40.7615508, -73.9665842)",EAST 59 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365110,VAN,PASSENGER VEHICLE,,,
01/05/2016,16:30,,,40.851888,-73.8360574,"(40.851888, -73.8360574)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365240,UNKNOWN,PASSENGER VEHICLE,,,
01/05/2016,16:30,QUEENS,11418,40.703227,-73.8205377,"(40.703227, -73.8205377)",METROPOLITAN AVENUE             ,132 STREET                      ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3366168,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,16:30,BROOKLYN,11233,40.6781158,-73.9217116,"(40.6781158, -73.9217116)",RALPH AVENUE                    ,HERKIMER STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365464,UNKNOWN,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/05/2016,16:30,BROOKLYN,11205,40.6926276,-73.958992,"(40.6926276, -73.958992)",KENT AVENUE                     ,WILLOUGHBY AVENUE               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365461,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:30,BRONX,10470,40.895468,-73.8771213,"(40.895468, -73.8771213)",EAST 233 STREET                 ,VAN CORTLANDT PARK EAST         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365252,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:30,BRONX,10453,40.8618642,-73.9127392,"(40.8618642, -73.9127392)",WEST FORDHAM ROAD               ,MAJOR DEEGAN EXPRESSWAY         ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3365984,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:25,BROOKLYN,11234,40.6344828,-73.9188516,"(40.6344828, -73.9188516)",GLENWOOD ROAD                   ,RALPH AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366039,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:23,QUEENS,11422,40.6541625,-73.7263642,"(40.6541625, -73.7263642)",HUNGRY HARBOR ROAD              ,HOOK CREEK BOULEVARD            ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3365575,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365585,OTHER,PASSENGER VEHICLE,,,
01/05/2016,16:15,QUEENS,11101,40.7529763,-73.9102326,"(40.7529763, -73.9102326)",51 STREET                       ,NORTHERN BOULEVARD              ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3366333,SPORT UTILITY / STATION WAGON,,,,
01/05/2016,16:15,,,40.7354542,-73.9170371,"(40.7354542, -73.9170371)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3366245,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:15,QUEENS,11426,40.7302765,-73.7177638,"(40.7302765, -73.7177638)",248 STREET                      ,87 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366206,UNKNOWN,UNKNOWN,,,
01/05/2016,16:15,QUEENS,11101,40.7514107,-73.9375638,"(40.7514107, -73.9375638)",41 AVENUE                       ,28 STREET                       ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3365713,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
01/05/2016,16:15,BROOKLYN,11205,40.6962076,-73.9615863,"(40.6962076, -73.9615863)",CLASSON AVENUE                  ,PARK AVENUE                     ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365490,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
01/05/2016,16:11,BROOKLYN,11212,40.675207,-73.9043888,"(40.675207, -73.9043888)",EAST NEW YORK AVENUE            ,JUNIUS STREET                   ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3366085,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:11,BRONX,10467,40.8815609,-73.8825823,"(40.8815609, -73.8825823)",JEROME AVENUE                   ,EAST 208 STREET                 ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3365980,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:10,,,40.8574132,-73.9229144,"(40.8574132, -73.9229144)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3365880,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:10,QUEENS,11413,40.6594193,-73.7611095,"(40.6594193, -73.7611095)",SPRINGFIELD BOULEVARD           ,147 AVENUE                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365577,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:07,STATEN ISLAND,10305,40.5865724,-74.0920496,"(40.5865724, -74.0920496)",HYLAN BOULEVARD                 ,SEAVIEW AVENUE                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365756,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:06,BROOKLYN,11226,40.6379306,-73.9618756,"(40.6379306, -73.9618756)",DITMAS AVENUE                   ,EAST 17 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365375,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:04,MANHATTAN,10010,40.7366018,-73.9818424,"(40.7366018, -73.9818424)",2 AVENUE                        ,EAST 21 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365800,PASSENGER VEHICLE,VAN,,,
01/05/2016,16:03,,,,,,ROOSEVELT AVENUE                ,COLLEGE POINT BOULEVARD         ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3366264,BUS,PASSENGER VEHICLE,,,
01/05/2016,16:00,,,,,,,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3365946,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,16:00,,,40.7363231,-73.8563019,"(40.7363231, -73.8563019)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3366315,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/05/2016,16:00,,,,,,GERRITSEN AVENUE                ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365293,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,16:00,QUEENS,11375,40.7284514,-73.8492472,"(40.7284514, -73.8492472)",67 AVENUE                       ,YELLOWSTONE BOULEVARD           ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3366311,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,16:00,BROOKLYN,11232,40.6442664,-73.9968434,"(40.6442664, -73.9968434)",42 STREET                       ,9 AVENUE                        ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3365332,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,16:00,BROOKLYN,11203,40.6436644,-73.9420284,"(40.6436644, -73.9420284)",EAST 37 STREET                  ,CLARENDON ROAD                  ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,3371266,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
01/05/2016,16:00,BRONX,10451,40.8133745,-73.9305695,"(40.8133745, -73.9305695)",EAST 138 STREET                 ,WALTON AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365885,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,15:55,BRONX,10463,40.8843193,-73.9137368,"(40.8843193, -73.9137368)",FAIRFIELD AVENUE                ,WEST 232 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365270,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,15:50,BROOKLYN,11207,40.6599718,-73.8873804,"(40.6599718, -73.8873804)",LINDEN BOULEVARD                ,BRADFORD STREET                 ,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3366097,PASSENGER VEHICLE,TAXI,,,
01/05/2016,15:50,STATEN ISLAND,10306,40.5652551,-74.1300887,"(40.5652551, -74.1300887)",AMBOY ROAD                      ,GUYON AVENUE                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3365760,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,15:50,MANHATTAN,10039,40.8254299,-73.9363056,"(40.8254299, -73.9363056)",WEST 151 STREET                 ,7 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365163,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,10:00,BROOKLYN,11233,40.6694768,-73.9199662,"(40.6694768, -73.9199662)",HOWARD AVENUE                   ,EASTERN PARKWAY                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365404,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:00,BROOKLYN,11214,40.6076564,-73.9986675,"(40.6076564, -73.9986675)",19 AVENUE                       ,83 STREET                       ,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3366000,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,10:00,BRONX,10471,40.906862,-73.904099,"(40.906862, -73.904099)",RIVERDALE AVENUE                ,WEST 259 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365268,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,0:50,,,,,,,,DRIVEWAY 13-43 PARSONS BLVD             ,0,0,0,0,0,0,0,0,Drugs (Illegal),Unspecified,,,,3366269,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,0:50,BRONX,10469,40.867743,-73.8595467,"(40.867743, -73.8595467)",BOSTON ROAD                     ,COLDEN AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365267,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,0:45,BROOKLYN,11208,40.6679546,-73.8700642,"(40.6679546, -73.8700642)",LINDEN BOULEVARD                ,EUCLID AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365418,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,0:37,BROOKLYN,11217,40.6868194,-73.9781997,"(40.6868194, -73.9781997)",LAFAYETTE AVENUE                ,ASHLAND PLACE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365486,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,0:30,,,,,,,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3385344,PASSENGER VEHICLE,,,,
01/05/2016,0:30,,,40.7275681,-73.9292693,"(40.7275681, -73.9292693)",,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Fatigued/Drowsy,,,,3365507,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,0:30,,,,,,EAST 48 STREET                  ,FDR DRIVE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3365107,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,0:30,BROOKLYN,11217,40.6777167,-73.9732491,"(40.6777167, -73.9732491)",7 AVENUE                        ,PARK PLACE                      ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3365447,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,0:15,MANHATTAN,10009,40.7294318,-73.978027,"(40.7294318, -73.978027)",EAST 14 STREET                  ,AVENUE B,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3593003,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,0:15,BRONX,10458,40.8619443,-73.8937266,"(40.8619443, -73.8937266)",EAST FORDHAM ROAD               ,ELM PLACE                       ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365246,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,0:10,,,40.7626784,-73.9543321,"(40.7626784, -73.9543321)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365128,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,0:05,BROOKLYN,11219,40.6331171,-73.9995064,"(40.6331171, -73.9995064)",11 AVENUE                       ,56 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366621,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
